category,system,instruction,context,question,response
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Logitech MX Master 3 Mouse, Price: Rs. 12,499, Features: Wireless, Ergonomic, USB-C.",Logitech MX Master 3 wireless ho?,"Ho, Logitech MX Master 3 wireless ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Oppo Reno 8, Price: Rs. 46,999, Features: 5G, 256GB Storage, AMOLED Display.",Oppo Reno 8 ko storage capacity kati ho?,Oppo Reno 8 ko storage capacity 256GB ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung Microwave Oven, Price: Rs. 18,499, Features: 23L, Convection, Auto Cook Menu.",Samsung Microwave Oven ko capacity kati ho?,Samsung Microwave Oven ko capacity 23L ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Huawei Watch GT3, Price: Rs. 24,999, Features: AMOLED Display, 14 Days Battery, GPS.",Huawei Watch GT3 ko battery life kati ho?,Huawei Watch GT3 ko battery life 14 din ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Realme Narzo 60, Price: Rs. 29,999, Features: 8GB RAM, 128GB Storage, 5G.",Realme Narzo 60 5G support garcha?,"Ho, Realme Narzo 60 5G support garcha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Asus ROG Strix Laptop, Price: Rs. 1,49,999, Features: Intel i7, RTX 3060, 16GB RAM, 1TB SSD.",Asus ROG Strix Laptop gaming ko lagi ho?,"Ho, Asus ROG Strix Laptop gaming ko lagi ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Whirlpool Air Conditioner, Price: Rs. 55,999, Features: 1.5 Ton, Inverter, Copper Coil.",Whirlpool Air Conditioner ko tonnage kati ho?,Whirlpool Air Conditioner ko tonnage 1.5 Ton ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Amazon Kindle Paperwhite, Price: Rs. 14,999, Features: 8GB Storage, Waterproof, 6-Inch Display.",Amazon Kindle Paperwhite waterproof ho?,"Ho, Amazon Kindle Paperwhite waterproof ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: HP Omen Gaming Laptop, Price: Rs. 1,35,000, Features: Intel i9, 16GB RAM, RTX 3070, 1TB SSD.",HP Omen Gaming Laptop ko GPU k ho?,HP Omen Gaming Laptop ko GPU RTX 3070 ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Xiaomi Smart Band 8, Price: Rs. 4,999, Features: Heart Rate Monitor, SpO2, 16 Days Battery.",Xiaomi Smart Band 8 ko battery life kati ho?,Xiaomi Smart Band 8 ko battery life 16 din ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Sony Bravia TV, Price: Rs. 1,05,999, Features: 55 Inch, 4K Ultra HD, Android TV.",Sony Bravia TV ko size kati ho?,Sony Bravia TV ko size 55 Inch ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Dell XPS 13, Price: Rs. 1,25,000, Features: Intel i7, 16GB RAM, 512GB SSD.",Dell XPS 13 ko price kati ho?,"Dell XPS 13 ko price Rs. 1,25,000 ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Bajaj Mixer Grinder, Price: Rs. 3,499, Features: 750W, 3 Jars, Stainless Steel.",Bajaj Mixer Grinder ko wattage kati ho?,Bajaj Mixer Grinder ko wattage 750W ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung Galaxy Z Flip4, Price: Rs. 1,24,999, Features: 8GB RAM, 256GB Storage, Foldable Display.",Samsung Galaxy Z Flip4 foldable ho?,"Ho, Samsung Galaxy Z Flip4 foldable ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Fitbit Charge 5, Price: Rs. 16,999, Features: AMOLED Display, GPS, Heart Rate Monitor.",Fitbit Charge 5 ma heart rate monitor cha?,"Ho, Fitbit Charge 5 ma heart rate monitor cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Apple MacBook Air M2, Price: Rs. 1,55,000, Features: M2 Chip, 8GB RAM, 256GB SSD.",Apple MacBook Air M2 ko chip k ho?,Apple MacBook Air M2 ma M2 Chip cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Panasonic Washing Machine, Price: Rs. 32,499, Features: 7.5kg, Fully Automatic, Top Load.",Panasonic Washing Machine top load ho?,"Ho, Panasonic Washing Machine top load ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Vivo Y100, Price: Rs. 27,999, Features: 6GB RAM, 128GB Storage, 64MP Camera.",Vivo Y100 ko camera resolution kati ho?,Vivo Y100 ko camera resolution 64MP ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Lenovo IdeaPad Slim 5, Price: Rs. 72,999, Features: AMD Ryzen 5, 8GB RAM, 512GB SSD.",Lenovo IdeaPad Slim 5 ko RAM kati ho?,Lenovo IdeaPad Slim 5 ma 8GB RAM cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung T7 SSD, Price: Rs. 12,499, Features: 1TB, USB-C, Portable.",Samsung T7 SSD portable ho?,"Ho, Samsung T7 SSD portable ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Acer Predator Helios 300, Price: Rs. 1,48,000, Features: Intel i7, 16GB RAM, RTX 3060.",Acer Predator Helios 300 gaming laptop ho?,"Ho, Acer Predator Helios 300 gaming laptop ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: LG Dishwasher, Price: Rs. 89,999, Features: 14 Place Settings, Inverter Technology.",LG Dishwasher ma place settings kati ho?,LG Dishwasher ma 14 place settings cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Oppo A78, Price: Rs. 22,499, Features: 8GB RAM, 128GB Storage, 50MP Camera.",Oppo A78 ko camera resolution kati ho?,Oppo A78 ko camera resolution 50MP ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung Curved Monitor, Price: Rs. 34,999, Features: 27 Inch, Full HD, 144Hz.",Samsung Curved Monitor ko refresh rate kati ho?,Samsung Curved Monitor ko refresh rate 144Hz ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Apple AirPods Pro 2, Price: Rs. 38,999, Features: Noise Cancelling, MagSafe Charging, Spatial Audio.",Apple AirPods Pro 2 ma noise cancelling cha?,"Ho, Apple AirPods Pro 2 ma noise cancelling cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Canon PIXMA Printer, Price: Rs. 14,499, Features: Ink Tank, WiFi, All-in-One.",Canon PIXMA Printer ma WiFi support cha?,"Ho, Canon PIXMA Printer ma WiFi support cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Oppo Reno 8, Price: Rs. 46,999, Features: 5G, 256GB Storage, AMOLED Display.",Oppo Reno 8 ko storage capacity kati ho?,Oppo Reno 8 ko storage capacity 256GB ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung Microwave Oven, Price: Rs. 18,499, Features: 23L, Convection, Auto Cook Menu.",Samsung Microwave Oven ko capacity kati ho?,Samsung Microwave Oven ko capacity 23L ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Huawei Watch GT3, Price: Rs. 24,999, Features: AMOLED Display, 14 Days Battery, GPS.",Huawei Watch GT3 ko battery life kati ho?,Huawei Watch GT3 ko battery life 14 din ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Realme Narzo 60, Price: Rs. 29,999, Features: 8GB RAM, 128GB Storage, 5G.",Realme Narzo 60 5G support garcha?,"Ho, Realme Narzo 60 5G support garcha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Asus ROG Strix Laptop, Price: Rs. 1,49,999, Features: Intel i7, RTX 3060, 16GB RAM, 1TB SSD.",Asus ROG Strix Laptop gaming ko lagi ho?,"Ho, Asus ROG Strix Laptop gaming ko lagi ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Whirlpool Air Conditioner, Price: Rs. 55,999, Features: 1.5 Ton, Inverter, Copper Coil.",Whirlpool Air Conditioner ko tonnage kati ho?,Whirlpool Air Conditioner ko tonnage 1.5 Ton ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Amazon Kindle Paperwhite, Price: Rs. 14,999, Features: 8GB Storage, Waterproof, 6-Inch Display.",Amazon Kindle Paperwhite waterproof ho?,"Ho, Amazon Kindle Paperwhite waterproof ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: HP Omen Gaming Laptop, Price: Rs. 1,35,000, Features: Intel i9, 16GB RAM, RTX 3070, 1TB SSD.",HP Omen Gaming Laptop ko GPU k ho?,HP Omen Gaming Laptop ko GPU RTX 3070 ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Xiaomi Smart Band 8, Price: Rs. 4,999, Features: Heart Rate Monitor, SpO2, 16 Days Battery.",Xiaomi Smart Band 8 ko battery life kati ho?,Xiaomi Smart Band 8 ko battery life 16 din ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Sony Bravia TV, Price: Rs. 1,05,999, Features: 55 Inch, 4K Ultra HD, Android TV.",Sony Bravia TV ko size kati ho?,Sony Bravia TV ko size 55 Inch ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Dell XPS 13, Price: Rs. 1,25,000, Features: Intel i7, 16GB RAM, 512GB SSD.",Dell XPS 13 ko price kati ho?,"Dell XPS 13 ko price Rs. 1,25,000 ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Bajaj Mixer Grinder, Price: Rs. 3,499, Features: 750W, 3 Jars, Stainless Steel.",Bajaj Mixer Grinder ko wattage kati ho?,Bajaj Mixer Grinder ko wattage 750W ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung Galaxy Z Flip4, Price: Rs. 1,24,999, Features: 8GB RAM, 256GB Storage, Foldable Display.",Samsung Galaxy Z Flip4 foldable ho?,"Ho, Samsung Galaxy Z Flip4 foldable ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Fitbit Charge 5, Price: Rs. 16,999, Features: AMOLED Display, GPS, Heart Rate Monitor.",Fitbit Charge 5 ma heart rate monitor cha?,"Ho, Fitbit Charge 5 ma heart rate monitor cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Apple MacBook Air M2, Price: Rs. 1,55,000, Features: M2 Chip, 8GB RAM, 256GB SSD.",Apple MacBook Air M2 ko chip k ho?,Apple MacBook Air M2 ma M2 Chip cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Panasonic Washing Machine, Price: Rs. 32,499, Features: 7.5kg, Fully Automatic, Top Load.",Panasonic Washing Machine top load ho?,"Ho, Panasonic Washing Machine top load ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Vivo Y100, Price: Rs. 27,999, Features: 6GB RAM, 128GB Storage, 64MP Camera.",Vivo Y100 ko camera resolution kati ho?,Vivo Y100 ko camera resolution 64MP ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Lenovo IdeaPad Slim 5, Price: Rs. 72,999, Features: AMD Ryzen 5, 8GB RAM, 512GB SSD.",Lenovo IdeaPad Slim 5 ko RAM kati ho?,Lenovo IdeaPad Slim 5 ma 8GB RAM cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung T7 SSD, Price: Rs. 12,499, Features: 1TB, USB-C, Portable.",Samsung T7 SSD portable ho?,"Ho, Samsung T7 SSD portable ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Acer Predator Helios 300, Price: Rs. 1,48,000, Features: Intel i7, 16GB RAM, RTX 3060.",Acer Predator Helios 300 gaming laptop ho?,"Ho, Acer Predator Helios 300 gaming laptop ho."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: LG Dishwasher, Price: Rs. 89,999, Features: 14 Place Settings, Inverter Technology.",LG Dishwasher ma place settings kati ho?,LG Dishwasher ma 14 place settings cha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Oppo A78, Price: Rs. 22,499, Features: 8GB RAM, 128GB Storage, 50MP Camera.",Oppo A78 ko camera resolution kati ho?,Oppo A78 ko camera resolution 50MP ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Samsung Curved Monitor, Price: Rs. 34,999, Features: 27 Inch, Full HD, 144Hz.",Samsung Curved Monitor ko refresh rate kati ho?,Samsung Curved Monitor ko refresh rate 144Hz ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Apple AirPods Pro 2, Price: Rs. 38,999, Features: Noise Cancelling, MagSafe Charging, Spatial Audio.",Apple AirPods Pro 2 ma noise cancelling cha?,"Ho, Apple AirPods Pro 2 ma noise cancelling cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Product: Canon PIXMA Printer, Price: Rs. 14,499, Features: Ink Tank, WiFi, All-in-One.",Canon PIXMA Printer ma WiFi support cha?,"Ho, Canon PIXMA Printer ma WiFi support cha."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko rajdhani Kathmandu ho. Yo sahar Nepal ko sabai bhanda thulo sahar pani ho.,Kathmandu ko rajdhani k ho?,Kathmandu Nepal ko rajdhani ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Everest parvat Nepal ra China ko simana ma chha. Yo parvat sansarma sabai bhanda aglo ho.,Everest parvat kaha chha?,Everest parvat Nepal ra China ko simana ma chha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma 7 ota Pradesh chhan, jasle desh lai 7 vibhag ma vibhaajan gareko chha.",Nepal ma kati ota Pradesh chhan?,Nepal ma 7 ota Pradesh chhan.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Dashain Nepali haruko thulo chad ho. Yo chad ma Tika ra Jamara lagaune parampara chha.,Dashain kasto chad ho?,Dashain Nepali haruko thulo chad ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Pokhara tal ra parvata haruko drishya ko lagi prasiddha chha. Yo sahar Nepal ko paryatan kendra pani ho.,Pokhara kina prasiddha chha?,Pokhara tal ra parvata haruko drishya ko lagi prasiddha chha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Pashupatinath mandir Kathmandu ma chha. Yo mandir Hindu dharma ka manis haruka lagi ekdam mahatwapurna mandir ho.,Pashupatinath mandir kaha chha?,Pashupatinath mandir Kathmandu ma chha.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma Dal Bhat, Momo, Dhido, Gundruk jasta khane kuraharu chhan. Yo sabai khana Nepali parampraagat pakwan haru ma parcha.",Nepal ma kun kun khane kuraharu chha?,"Nepal ma Dal Bhat, Momo, Dhido, Gundruk jasta khane kuraharu chhan."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepal ko national bird Danphe ho. Yo chara usko rangichangi punkhaharuko lagi prasiddha chha.,Nepal ko national bird kun ho?,Nepal ko national bird Danphe ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Lumbini Gautam Buddha ko janmasthal ho. Yo sthaan UNESCO World Heritage Site pani ho.,Lumbini kina mahatwapurna ho?,Lumbini Gautam Buddha ko janmasthal ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Nepali mudra ko naam Nepali Rupiya ho. Yo mudra Nepal Rastra Bank le chhapcha.,Nepali mudra ko naam k ho?,Nepali mudra ko naam Nepali Rupiya ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
",Sagarmatha sansarma sabai bhanda aglo parvat ho. Yo Nepal ko ek anupam dharohar ho.,Sagarmatha sansarma kina prasiddha chha?,Sagarmatha sansarma sabai bhanda aglo parvat ho.
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ma Pashupatinath, Swayambhunath, Lumbini, ra Muktinath jasta dharmik sthaan chhan.",Nepal ma kun kun dharmik sthaan chhan?,"Nepal ma Pashupatinath, Swayambhunath, Lumbini, ra Muktinath jasta dharmik sthaan chhan."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepali lok geet haru ma Resham Firiri, Lahure Ko Relimai, ra Mohani Lagla Hai jasta geet sammalit chhan.",Nepali lok geet haru ko udaharan dinus.,"Resham Firiri, Lahure Ko Relimai, ra Mohani Lagla Hai Nepali lok geet haru hun."
RAG,"Talako instruction herera user le gareko question ko Roman Nepali Language ma answer vana

","User le gareko question lai, context herera mildo answer deu
","Nepal ka Himal haruma taapmaan jamma -30Â°C samma janchha, khas gari jado ma.",Himal ma jati ko taapmaan huncha?,Himal ma taapmaan -30Â°C samma janchha.
