category,system,instruction,context,question,response
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Janakpur Mithila Sanskriti ko ek mahatwapurna sthal ho. Yaha Ram ra Sita ko katha sang sambandhit dharohar haru chhan.,Janakpur Ram-Sita sambandhit Mithila Sanskriti ko sthal ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Nepali janajati haru ko bibidh parampara ra reetithiti le desh ko rangin chhabi prastut garcha.,Nepali janajati ko parampara desh lai rangin banauchha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Hetauda Nepal ko ek udhyogik sahar ho. Yaha anek udyog haru sthapana garieka chhan.,Hetauda udhyogik sahar ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Rara taal Nepal ko sabai bhanda thulo taal ho. Yo taalamathi chara herna ko lagi prasiddha chha.,Rara taal thulo ra chara herna prasiddha ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Bhaktapur ko juju dhau tyo thau ko mishrit mitho dish ho. Yo Nepali mulo sanskriti ko chhabi ho.,Bhaktapur ko juju dhau mishrit mitho dish ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepal ma anek prakriti ko anugrah chha. Himal, pahad, ra tarai le gathit yo desh ma bibidh paryatan ko sambhavana chha. Manchhe haru trekking, rafting, ra jungle safari ko lagi Nepal aauchhan.","Nepal ma trekking, rafting, ra jungle safari ko paryatan sambhavana chha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepali parikar ma momo ek atyanta lokpriya dish ho. Tarkari, maasu, ra paneer ko momo sabai ko manparne ho. Kathmanduma momo ko thuprai dukan haru dekhna sakinchha.","Momo Nepali lokpriya dish ho, Kathmanduma thuprai dukan chhan."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Gorkha Nepal ko purano rajdhani ho. Yo thau ma Prithvi Narayan Shah ko rajmahal chha. Paryatak haru le Gorkha durbar ko drishya ko anand linu sakchhan.,"Gorkha purano rajdhani ho, jaha Prithvi Narayan Shah ko durbar chha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Nepal ma Dashain ra Tihar dherai nai mahatwapurna chhuttiharu ma ganninchha. Yo samay ma pariwaar ra sathiharu ekata ko samjhana garchhan.,Dashain ra Tihar pariwaar ekata ko chhuttiharu hun.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Karnali pradesh Nepal ko sabai bhanda durgam thau haru ma ek ho. Yaha ko manchhe haru dherai samay samma mul sadak bata banchit thiye. Aba raajmarg le janata haru ko jeevan saral banayeko chha.,"Karnali durgam chha, aba rajmarg le jeevan saral banayeko chha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepali natya kala ma naach, geet ra natak le aaitihasik mahatwa rakheko chha. Priya lok natak haru ko manchayan bhaye jasto, naach haru le nepali parampara ko pradarshan garcha.",Nepali natya kala naach ra natak le parampara dekhaunchha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Sagarmatha National Park ma dherai anukritiya haru paainchha. Yaha rare flora ra fauna sangai yak ra snow leopard jasto janawar haru paainchha.,"Sagarmatha ma yak, snow leopard, ra rare flora fauna chhan."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Janakpur ko mitho mithai haru ko naam sabai le sune ko chha. Lalmohan, malpua, ra rasbari yaha ko prakhyat mithai haru hun. Paryatak haru ko lagi yo pramukh akarshan ho.","Janakpur ko lalmohan, malpua, ra rasbari mitho mithai hun."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepal ma bibidh jati ra bhasa haru ko sammelan dekhna sakinchha. Tamang, Rai, Gurung, ra Sherpa haru ko apno-apno sanskritik pahichan chha.","Nepal ma Tamang, Rai, Gurung, ra Sherpa ko sanskritik pahichan chha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Kathmandu ko Swayambhunath stupa ek prasiddha bauddha sthaan ho. Yo stupa ma Buddha ko aakarshan chhavi ra shanti ko sandesh diyeko chha.,Swayambhunath stupa shanti ko prasiddha bauddha sthaan ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Koshi Nadi Nepal ko sabai bhanda lamo nadi ho. Yo nadi le Nepal ra Bharat lai jalashrot uplabdha garauchha. Prakriti ko sundarta ma pani Koshi nadi le mahatwa rakheko chha.,"Koshi Nepal ko lamo nadi ho, jalashrot ra sundarta ko mahatwa rakheko chha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Bhotekoshi rafting ko lagi prasiddha thau ho. Rafting garda yaha ka tat le ramailo anubhav dinchha. Adventure premiharu ko lagi yo ek suroopma anupam thau ho.,Bhotekoshi rafting adventure ko prasiddha thau ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepali sahitya ma kabita, katha ra upanyas le mahatwa rakheko chha. Yo le hami ko sanskritik pahichan ra samajik sandesh lai prastut garcha.","Nepali sahitya kabita, katha ra upanyas le sanskritik pahichan dekhaunchha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Patan durbar square ek aaitihasik sthaan ho jaha nepali kala ko udaharan dekhna milchha. Mandir, chautara, ra purano rajmahal le yo thau ko sundarta badaauncha.",Patan durbar square kala ra aaitihasik sthaan ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Dhulikhel ek sundar pahadi sahar ho. Yaha bata Himal ko drishya herna ko lagi paryatak haru aauchhan. Clean environment le yaha ko aakarshan badhcha.,Dhulikhel Himal drishya ra clean environment ko sundar pahadi sahar ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek garib kishan le jungle ma ek thulo dhunga dekhyo. Dhunga lai utpatang hune bhayeko thaha paayera, usle sochyo ki yo dhunga bechera paisa kamayeko jaala. Tyas karan, usle dhunga uthayera bajaar pugyo, tara kohi bechnu ma ruchi dekhena. Aakhir ma usle yo ek samanya dhunga ho bhanera tyaha faalyo.","Garib kishan le thulo dhunga bechna khojyo, tara tyaslai samanya dhunga sochera faalyo."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek samay, ek budho aama ra unko chhora janmadin manaune tarika ma bech ma aaye. Aama le purano photo album kholi past smritiharu dekhaune bichar garin. Chhorale afno chhoto jeevan ko maya ra sanskriti ko samjhanu parcha bhanera bhaawuk bhayo.",Aama chhora janmadin ma past smritiharu samjhin ra sanskriti ko mahattwa samjhin.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Nepal ma aakash ra dharti bichko sundar samyojan ho. Himal haru ko uchai ra tarai ko samatal le yo desh lai anupam banayeko chha. Manchhe haru yaha ka prakritik sundarta herna ko lagi manoranthana le aauchhan.,Nepal aakash-dharti ko samyojan ra prakritik sundarta ko desh ho.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek jogi le ek samasya ma pareko jivan ko katha sunaye. Jogi le afno sangharsha ra katha bata sabai lai sahayog ko sandesh die. Yo katha le sabailai prerna ra asha diyeko thiyo.,Jogi le sangharsha ko katha sunayera prerna ra asha diyeko thiyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek jungli bagh le aafno samrajya ko suraksha garna ko lagi ek din bistarai sabai janawar haru lai sammelan ma bolayo. Bag le sabai ko dhanayabad vyakt garera van ra pahad ko santulan banayera rakhnu parcha bhanera aadesh diye.,Bagh le samrajya suraksha ra santulan banai rakhna aadesh diye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Pokhara sahar ma ek sana katha chha. Ek sana aama le apna bachha haru ko lagi sundar taal herna janekaa thiye. Tyo din ko smriti haru le bachha haru ko jindagi bhar jati ramailo samaya deyeko thiyo.,Pokhara ma aama le bachha haru lai taal herna lagera ramailo smriti diyin.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din, ek sipahi afno duty garna Nepal ko ek himal ma base. Tyaha ko tandoor chiso le usko jeevan ma sangharsha dekhaayo. Tara, usle afno sahas ra samarpan ko sabable jeevan ma pragati garna sakyo.",Sipahi le himal ko sangharsha ma sahas ra samarpan le pragati garna sikyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek gaun ma ek manche ko manusya pani ko abhav le dukhith thiyo. Usle ek din afno pura village lai nai samriddha banaucha bhanera aawashyak kaam suru garera ek naya aayojana banayo.,Ek manche le gaun ko pani ko samasya hal garna aayojana banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek budha manche ek thulo jungle ma bhule. Tyo jungle ma sabai prakriti le manasik shanti diyaune ko udaharan thiyo. Jungle ma sadhai ko lagi ti budha rahe ra shanti ko sandesh failaune nirnaya gare.,Budha jungle ma bhule ra shanti failaune nirnaya gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Kathmandu ma ek naaya school khuliyo jaha sabai prakar ka bachha haru lai barabar sikshya diyinchha. Yo school le adhyayan ko kshetra ma adhunik pravidhiko prayog garna suru gareko chha.,Kathmandu ko naaya school sabai lai barabar sikshya dinchha ra pravidhiko prayog garcha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Chitwan ma ek din ek chorale jungle ma bhagna khojyo. Tara, tyaha ko prabandhan ra janawar ko sahayog le usle tyaha ko prakriti ma maya garna suru gareko katha suru bhayo.",Chorale jungle ko prakriti ma maya garna sikyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Bhaktapur ma ek narile afno parampara haru bachaucha bhanera dherai karyakram ma bhaag liyin. Parampara ko mahattwako bare ma barambar samasya haru dekhaune kosish gare.,Bhaktapur ma narile parampara bachuna karyakram garin.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek kisan le afno bari ko tarakari bechna baajaar pugera dherai becha. Tarakari bechi uthaune paisa le, usle afno pariwaar lai sukha ra samriddha banaucha bhanera sochyo.",Kisan le tarakari bechera pariwaar ko sukha ko sapana dekhe.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Tansen ek sundar pahadi sahar ho. Ek din tyaha ek paryatak aayera tyo thau ko pura itihas ra sanskriti ko bare ma dherai kura sikera bidesh ma samjhaune niyam gare.,Tansen ma paryatak le itihas ra sanskriti ko bare ma sikyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Lumbini ma Gautam Buddha ko janmabhumi ko bare ma prasiddhi failai rahane karyakram ek abaad raheko sthiti ma cha. Yo sthal ko prasiddhi badhaune kaam lagatar cha.,Lumbini ko prasiddhi badhaune karyakram lagatar chha.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din ek gaun ko budho manche le afno purano samay ko katha sunayo. Tyo katha ma unko sangharsha, unko shiksha, ra tyo shiksha bata paayeko anubhav le purai gaun ka manchhe haru prabhabit bhae.",Budho manche ko sangharsha ko katha le sabai prabhabit bhae.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek sipahi le aafno purano yuddha ko anubhav sunayo. Usle sathi haru lai yuddha ko kathinai, shanti ko mahatwa, ra ekata le kasto balyo samaj bancha bhanera sikayo.",Sipahi le yuddha ko kathinai ra shanti ko mahatwa sikhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din, ek sanakisan le afno bari ma ek anutha biruwa lageko dekhe. Tyas biruwa bata usle ramro tarika le tarakari utpaadan garera pura gaun lai madad garne yojana suru garayo.",Sanakisan le biruwa utpaadan gari gaun lai madad garne sochyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek bideshi le Manang ma ramailo yatra suru gare. Tyaha ko himal, taal, ra local manchhe haru ko sanskritik thulo aakarshan ma pareko anubhav le u usko desh ma yatra ko prachaar garna thalyo.",Bideshi le Manang ko himal ra sanskriti ko prachaar garna thalyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek chhoro le afno aama ko ichha pura garna parikshya ma ramro padai gareko katha thiyo. Usle sangharsha ra mehnat le sapana pura garna sakincha bhanera sikhayo.,Chhorale aama ko ichha pura garna sangharsha ra mehnat gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Pokhara ko Fewa taal ma ek jodi paryatak haru boating gariraheka thiye. Tyo boating ko samay uniharuko sabai bhanda ramailo yatra ko yaad baneko thiyo.,Fewa taal ma jodi ko boating ramailo yaad banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din, ek chhoro le gaun ko purano mandir ko raksha garna prabhu ko agadi bhandapast garne nirnaya gare. Usko sankalpa le pura gaun ko manchhe haru ma naya aasako sanchar bhayo.",Chhorale mandir raksha ko sankalpa gari gaun ma aasako sanchar gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Kathmandu ma ek naye cafe khuliyo. Tyaha, local khaja haru sangai art display haru ko thulo demand thiyo, ra tyo thau creativity ko ek ramro udaaharan baneko thiyo.",Kathmandu ma naye cafe local khaja ra creativity ko udaaharan banayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek budho manche le bachha haru sanga afno balyakal ko ramailo katha haru sunthyo. Tyo katha le bachha haru ma purano samay ra sanskritiko bare ma roch garayo.,Budho manche ko katha le bachha haru ma sanskritiko roch jagayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Lumbini ma ek jogi le meditation ma baachne tarika ra shanti ko bare ma sikayeko katha thiyo. Tyasle local manchhe haru ma aatma shanti ko sandesh failayo.,Jogi le Lumbini ma meditation ra shanti ko sandesh failayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Biratnagar ma ek diwash karyakram ma local manchhe haru le afno culture ko bibhinna roop haru pradarshan gare. Yo karyakram le sabai manchhe haru ma garva jagayo.,Biratnagar ko karyakram le culture pradarshan ra garva jagayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Dhulikhel ma ek aama le himal herda herda afno chhora sanga sundar sapana ko kura garin. Tyas sapana le chhora lai nai naya sochnu parcha bhanera prerna diyo.,Aama ko sapana ko kura le chhora lai prerna diyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek kisan le afno paddy field ma ek chamkilo pathar dekhe. Usle tyas pathar ko rahasya pataa lagaaune karyakram suru gare.,Kisan le field ma chamkilo pathar ko rahasya khojne sochyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Nepal ma paryatan ko bibidh sambhavana cha. Himal trekking, rafting, jungle safari, ra religious tourism haru le deshko arthik sthiti balyo banaucha.","Nepal ko trekking, rafting, ra tourism le arthik sthiti balyo banaucha."
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek purano gaun ma ek legend thiyo ki ek din Himal ma ek dhanako bhandar khojinecha. Manchhe haru le tyaha nai basera tyas dhan khojne nirnaya gare.,Gaun ma Himal ko dhan khojne legend le manchhe haru basera khojna suru gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din, ek guru le afna chela haru lai ekata, daya, ra samarpan ko mahatwa sikayeko thiyo. Yo sikshya le uniharuko samaj sudhaarne baani banayo.",Guru le ekata ra daya sikayera samaj sudhaarna prerna diyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Sagarmatha National Park ma ek din paryatak haru le snow leopard dekhe. Tyasle uniharulai prakriti ko mahatwa ra raksha ko bare ma gehrayilo soch garna badhayo.,Sagarmatha ma snow leopard dekhda prakriti raksha ko soch badhyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Chitwan ma ek din ek narile gaun ko khel ma hissa liyin. Tyo khel gaun ko parampara ra samuhik jeevan ko sundar udaharan baneko thiyo.,Narile Chitwan ma parampara ko khel ma hissa liin.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek chhora le aama lai ek sundar upahar dina parvat chadhne yojana suru garayo. Usle tyo sapana pura garna purai team lai samarthan ma rakhyo.,Chhorale aama lai upahar dina parvat chadhne yojana suru gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Janakpur ma ek diwash karyakram le Sita ko sanskriti ko bare ma vibhinna aayaam samjhaune prayash gare. Yo karyakram le sthaniya manchhe haru ma purano sanskriti ko pratiya bhavna jagayo.,Janakpur karyakram le Sita ko sanskriti samjhaune prayash gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Ek din, ek saano katha gaun ma ek bideshi bhid antardhyan bhayo. Usle gaun ko manchhe haru sanga nepal ko sanskriti sikhe ra afno deshma sanskritiko prachaar garna samarpit bhayo.",Bideshi le gaun ko sanskriti sikhera prachaar garna samarpit bhayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek baaje le afno jagga ko bansuri bajayera dherai lok geet gaye. Tyo geet le pura gaun lai ramailo diyeko ra aafno sanskriti lai sambhaalne prayash bhayo.,Baajele bansuri bajayera sanskriti sambhaalne prayash gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Lalitpur ma ek purano ghanti bigrayera bolna sakena. Tyas ghanti ko murti tikaune tippani gareko ek karyakram le purano sanskritiko gaurav hercha garne prayash gareko thiyo.,Lalitpur ko purano ghanti tikaune karyakram sanskriti gaurav ka lagi thiyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek shikshak le ek gaun ma afno bachha haru sanga prashasan ko samasya ko barema karyakram gare. Tyo karyakram le samasya ko samadhan ka rasta khojne chahana jagayo.,Shikshak le samasya samadhan ko rasta khojne karyakram gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,"Dhankuta ma ek nepali kavi le ek sahitya manch ma afno kavitaharu prastut gare. Tyo kavitaharu le prem, sanskriti, ra jeevan ko sundarta ko barema prerna diye.",Dhankuta ma kavi le prem ra sanskriti ko barema kavitaharu diye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek din ek kisan le khet ma ek anutha bhari tarakari paayo. Tyo tarakari ko bech bhaye pachi afno pariwarko jeevan sudhaarne sapana dekhe.,Kisan le anutha tarakari bechera pariwarko jeevan sudhaarne sochyo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Gorkha ma ek purano khandahar ma purana katha ko sandesh khojne prayash gare. Tyo sandesh le samudayik ekata ra sanskritiko mahattwako siksha diye.,Gorkha khandahar ko katha le ekata ra sanskriti ko siksha diye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Sagarmatha ma ek expedition team le ek din barfi himal ma vishram gare. Tyaha ko sundarta ra shanti ko anubhav le sabailai naya urja diye.,Expedition team le Sagarmatha ko shanti ra sundarta anubhav gare.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek purano bato ma ek jogi le bhikhari haru sanga jeevan ko mahatwa ko barema kura gare. Tyasle sabai lai jeevan sudhaarne mahatwako barema anubhav karayo.,Jogi le bhikshuk haru lai jeevan sudhaarne mahatwa ko siksha diye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Pokhara ma ek din samudayik program ma sabai sathiharu sanga taal ko ramailo kura ra dherai sanskriti geet gaye. Yo program le purano mitrata jhagayo.,Pokhara program le taal ra geet ko madhyam bata mitrata jhagayo.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Ek sikshak le ek purano samudayik gharsanga lagaane tarika ko barema bachha haru sanga karyakram gare. Tyo sikshale uniharulai samaj sewa ko guruthilo siksha diye.,Shikshak le samaj sewa ko siksha diye.
summary,"Talako instruction follow garera user le gareko question ko Roman Nepali Language ma answer vana

","Summarize the following text in Roman Nepali
",,Terai ko jungle ma ek raat ko samaya ma ek manchhe le bagh ko shikaar dekhyo. Usle tyo bagh ko raksha garne nirnay gare.,Manchhe le Terai ko jungle ma bagh ko raksha garne sochyo.
